Time(s),HeartRate(1/min),RespirationRate(1/min),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),MeanArterialPressure(mmHg),OxygenSaturation,CoreTemperature(degC),CardiacOutput(L/min),HeartStrokeVolume(mL),TidalVolume(mL),ArterialBloodPH,AchievedExerciseLevel,FatigueLevelFraction,Glucose-BloodConcentration(mg/dL)
3934.14,92.76,14.49,125.3,89.6,108.1,0.979,36.35,6.58,70.9,534.61,7.45,0,-1.$,75.47,0
3935.14,92.77,14.49,125.3,89.6,108.1,0.979,36.35,6.58,70.9,534.61,7.44,0,-1.$,75.47,0
3936.14,92.79,14.49,125.3,89.6,108.1,0.979,36.35,6.58,70.9,534.61,7.44,0,-1.$,75.48,0
3937.14,92.77,14.49,125.3,89.6,108.1,0.979,36.35,6.58,70.9,534.61,7.44,0,-1.$,75.48,0
3938.14,92.75,14.49,125.3,89.7,108.1,0.979,36.35,6.58,70.9,534.60,7.45,0,-1.$,75.49,0
3939.14,92.76,14.49,125.3,89.7,108.1,0.979,36.35,6.58,70.9,534.60,7.44,0,-1.$,75.49,0
3940.14,92.79,14.49,125.3,89.7,108.1,0.979,36.35,6.58,70.9,534.60,7.44,0,-1.$,75.49,0
3941.14,92.77,14.49,125.3,89.7,108.1,0.979,36.35,6.58,70.9,534.60,7.44,0,-1.$,75.50,0
3942.14,92.75,14.49,125.3,89.7,108.1,0.979,36.35,6.58,70.9,534.59,7.45,0,-1.$,75.50,0
3943.14,92.75,14.49,125.3,89.7,108.1,0.979,36.35,6.58,70.9,534.59,7.45,0,-1.$,75.51,0
3944.14,92.78,14.49,125.3,89.7,108.1,0.979,36.35,6.58,70.9,534.59,7.44,0,-1.$,75.51,0
3945.14,92.78,14.49,125.3,89.7,108.1,0.979,36.35,6.58,70.9,534.59,7.44,0,-1.$,75.52,0
3946.14,92.74,14.49,125.3,89.7,108.1,0.979,36.35,6.58,70.9,534.59,7.45,0,-1.$,75.52,0
3947.14,92.76,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.59,7.45,0,-1.$,75.53,0
3948.14,92.78,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.59,7.44,0,-1.$,75.53,0
3949.14,92.76,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.59,7.44,0,-1.$,75.54,0
3950.14,92.74,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.58,7.45,0,-1.$,75.54,0
3951.14,92.75,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.58,7.45,0,-1.$,75.54,0
3952.14,92.77,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.58,7.44,0,-1.$,75.55,0
3953.14,92.76,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.58,7.44,0,-1.$,75.55,0
3954.14,92.74,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.58,7.45,0,-1.$,75.56,0
3955.14,92.74,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.56,7.45,0,-1.$,75.56,0
3956.14,92.76,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.56,7.44,0,-1.$,75.57,0
3957.14,92.76,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.56,7.44,0,-1.$,75.57,0
3958.14,92.74,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.56,7.45,0,-1.$,75.58,0
3959.14,92.74,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.55,7.45,0,-1.$,75.58,0
3960.14,92.75,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.55,7.44,0,-1.$,75.58,0
3961.14,92.76,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.55,7.44,0,-1.$,75.59,0
3962.14,92.74,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.55,7.45,0,-1.$,75.59,0
3963.14,92.73,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.54,7.45,0,-1.$,75.60,0
3964.14,92.74,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.54,7.44,0,-1.$,75.60,0
3965.14,92.76,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.54,7.44,0,-1.$,75.60,0
3966.14,92.74,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.54,7.44,0,-1.$,75.61,0
3967.14,92.72,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.53,7.45,0,-1.$,75.61,0
3968.14,92.73,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.53,7.44,0,-1.$,75.62,0
3969.14,92.76,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.53,7.44,0,-1.$,75.62,0
3970.14,92.74,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.53,7.44,0,-1.$,75.62,0
3971.14,92.72,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.52,7.45,0,-1.$,75.63,0
3972.14,92.73,14.49,125.3,89.7,108.2,0.979,36.35,6.58,70.9,534.52,7.45,0,-1.$,75.63,0
3973.14,92.75,14.49,125.4,89.7,108.2,0.979,36.35,6.58,70.9,534.52,7.44,0,-1.$,75.63,0
3974.14,92.74,14.49,125.4,89.7,108.2,0.979,36.35,6.58,70.9,534.52,7.44,0,-1.$,75.64,0
3975.14,92.71,14.49,125.4,89.7,108.2,0.979,36.35,6.58,71.0,534.50,7.45,0,-1.$,75.64,0
3976.14,92.72,14.49,125.4,89.7,108.2,0.979,36.35,6.58,71.0,534.50,7.45,0,-1.$,75.64,0
3977.14,92.75,14.49,125.4,89.7,108.2,0.979,36.35,6.58,70.9,534.50,7.44,0,-1.$,75.65,0
3978.14,92.74,14.49,125.4,89.7,108.2,0.979,36.35,6.58,70.9,534.50,7.44,0,-1.$,75.65,0
3979.14,92.71,14.49,125.4,89.7,108.2,0.979,36.35,6.58,71.0,534.49,7.45,0,-1.$,75.65,0
3980.14,92.72,14.49,125.4,89.7,108.2,0.979,36.35,6.58,71.0,534.49,7.45,0,-1.$,75.66,0
3981.14,92.74,14.49,125.4,89.7,108.2,0.979,36.35,6.58,70.9,534.49,7.44,0,-1.$,75.66,0
3982.14,92.73,14.49,125.4,89.7,108.2,0.979,36.35,6.58,71.0,534.49,7.44,0,-1.$,75.66,0
3983.14,92.71,14.49,125.4,89.7,108.2,0.979,36.35,6.58,71.0,534.49,7.45,0,-1.$,75.67,0
3984.14,92.72,14.49,125.4,89.7,108.2,0.979,36.35,6.58,71.0,534.47,7.45,0,-1.$,75.67,0
3985.14,92.73,14.49,125.4,89.7,108.2,0.979,36.35,6.58,71.0,534.47,7.44,0,-1.$,75.67,0
3986.14,92.73,14.49,125.4,89.7,108.2,0.979,36.35,6.58,71.0,534.47,7.44,0,-1.$,75.67,0
3987.14,92.71,14.49,125.4,89.7,108.2,0.979,36.35,6.58,71.0,534.47,7.44,0,-1.$,75.68,0
3988.14,92.71,14.49,125.4,89.7,108.2,0.979,36.35,6.58,71.0,534.45,7.45,0,-1.$,75.68,0
3989.14,92.72,14.49,125.4,89.7,108.2,0.979,36.35,6.58,71.0,534.45,7.44,0,-1.$,75.68,0
3990.14,92.73,14.49,125.4,89.7,108.2,0.979,36.34,6.58,71.0,534.45,7.44,0,-1.$,75.68,0
3991.14,92.71,14.49,125.4,89.7,108.2,0.979,36.34,6.58,71.0,534.45,7.44,0,-1.$,75.68,0
3992.14,92.70,14.49,125.4,89.7,108.3,0.979,36.34,6.58,71.0,534.44,7.44,0,-1.$,75.69,0
3993.14,92.71,14.49,125.4,89.8,108.3,0.979,36.34,6.58,71.0,534.44,7.44,0,-1.$,75.69,0
3994.14,92.73,14.49,125.4,89.8,108.3,0.979,36.34,6.58,71.0,534.44,7.44,0,-1.$,75.69,0
3995.14,92.71,14.49,125.4,89.7,108.3,0.979,36.34,6.58,71.0,534.44,7.44,0,-1.$,75.69,0
3996.14,92.69,14.49,125.4,89.8,108.3,0.979,36.34,6.58,71.0,534.42,7.44,0,-1.$,75.69,0
3997.14,92.70,14.49,125.4,89.8,108.3,0.979,36.34,6.58,71.0,534.42,7.44,0,-1.$,75.69,0
3998.14,92.72,14.49,125.4,89.8,108.3,0.979,36.34,6.58,71.0,534.42,7.44,0,-1.$,75.70,0
3999.14,92.71,14.49,125.4,89.8,108.3,0.979,36.34,6.58,71.0,534.42,7.44,0,-1.$,75.70,0
4000.14,92.68,14.49,125.4,89.8,108.3,0.979,36.34,6.58,71.0,534.39,7.44,0,-1.$,75.70,0
4001.14,92.69,14.49,125.4,89.8,108.3,0.979,36.34,6.58,71.0,534.39,7.44,0,-1.$,75.70,0
4002.14,92.72,14.49,125.4,89.8,108.3,0.979,36.34,6.58,71.0,534.39,7.44,0,-1.$,75.70,0
4003.14,92.71,14.49,125.4,89.8,108.3,0.979,36.34,6.58,71.0,534.39,7.44,0,-1.$,75.70,0
4004.14,92.68,14.49,125.4,89.8,108.3,0.979,36.34,6.58,71.0,534.37,7.44,0,-1.$,75.70,0
4005.14,92.69,14.49,125.4,89.8,108.3,0.979,36.34,6.58,71.0,534.37,7.44,0,-1.$,75.70,0
4006.14,92.72,14.49,125.4,89.8,108.3,0.979,36.34,6.58,71.0,534.37,7.44,0,-1.$,75.71,0
4007.14,92.71,14.49,125.4,89.8,108.3,0.979,36.34,6.58,71.0,534.37,7.44,0,-1.$,75.71,0
4008.14,92.68,14.49,125.4,89.8,108.3,0.979,36.34,6.58,71.0,534.34,7.44,0,-1.$,75.71,0
4009.14,92.68,14.49,125.4,89.8,108.3,0.979,36.34,6.58,71.0,534.34,7.44,0,-1.$,75.71,0
4010.14,92.71,14.49,125.4,89.8,108.3,0.979,36.34,6.58,71.0,534.34,7.44,0,-1.$,75.71,0
4011.14,92.71,14.49,125.4,89.8,108.3,0.979,36.34,6.58,71.0,534.34,7.44,0,-1.$,75.71,0
4012.14,92.67,14.49,125.4,89.8,108.3,0.979,36.34,6.58,71.0,534.34,7.44,0,-1.$,75.71,0
4013.14,92.68,14.49,125.4,89.8,108.3,0.979,36.34,6.58,71.0,534.31,7.44,0,-1.$,75.71,0
4014.14,92.70,14.49,125.5,89.8,108.3,0.979,36.34,6.58,71.0,534.31,7.44,0,-1.$,75.71,0
4015.14,92.69,14.49,125.5,89.8,108.3,0.979,36.34,6.58,71.0,534.31,7.44,0,-1.$,75.71,0
4016.14,92.67,14.49,125.5,89.8,108.3,0.979,36.34,6.58,71.0,534.31,7.44,0,-1.$,75.71,0
4017.14,92.67,14.49,125.5,89.8,108.3,0.979,36.34,6.58,71.0,534.27,7.44,0,-1.$,75.71,0
4018.14,92.69,14.49,125.5,89.8,108.3,0.979,36.34,6.58,71.0,534.27,7.44,0,-1.$,75.71,0
4019.14,92.69,14.49,125.5,89.8,108.3,0.979,36.34,6.58,71.0,534.27,7.44,0,-1.$,75.71,0
4020.14,92.67,14.49,125.5,89.8,108.3,0.979,36.34,6.58,71.0,534.27,7.44,0,-1.$,75.71,0
4021.14,92.66,14.49,125.5,89.8,108.3,0.979,36.34,6.58,71.0,534.23,7.44,0,-1.$,75.71,0
4022.14,92.68,14.49,125.5,89.8,108.3,0.979,36.34,6.58,71.0,534.23,7.44,0,-1.$,75.71,0
4023.14,92.69,14.49,125.5,89.8,108.3,0.979,36.34,6.58,71.0,534.23,7.44,0,-1.$,75.71,0
4024.14,92.67,14.49,125.5,89.8,108.3,0.979,36.34,6.58,71.0,534.23,7.44,0,-1.$,75.71,0
4025.14,92.65,14.49,125.5,89.8,108.3,0.979,36.34,6.58,71.0,534.18,7.44,0,-1.$,75.71,0
4026.14,92.67,14.49,125.5,89.8,108.3,0.979,36.34,6.58,71.0,534.18,7.44,0,-1.$,75.71,0
4027.14,92.69,14.49,125.5,89.8,108.3,0.979,36.34,6.58,71.0,534.18,7.44,0,-1.$,75.71,0
4028.14,92.67,14.49,125.5,89.8,108.3,0.979,36.34,6.58,71.0,534.18,7.44,0,-1.$,75.71,0
4029.14,92.65,14.49,125.5,89.8,108.4,0.979,36.34,6.58,71.0,534.13,7.44,0,-1.$,75.71,0
4030.14,92.66,14.49,125.5,89.8,108.4,0.979,36.34,6.58,71.0,534.13,7.44,0,-1.$,75.71,0
4031.14,92.68,14.49,125.5,89.8,108.4,0.979,36.34,6.58,71.0,534.13,7.44,0,-1.$,75.71,0
4032.14,92.67,14.49,125.5,89.8,108.4,0.979,36.34,6.58,71.0,534.13,7.44,0,-1.$,75.71,0
4033.14,92.64,14.49,125.5,89.8,108.4,0.979,36.34,6.58,71.0,534.07,7.44,0,-1.$,75.71,0
4034.14,92.65,14.49,125.5,89.8,108.4,0.979,36.34,6.58,71.0,534.07,7.44,0,-1.$,75.71,0
4035.14,92.68,14.49,125.5,89.8,108.4,0.979,36.34,6.58,71.0,534.07,7.44,0,-1.$,75.71,0
4036.14,92.67,14.49,125.5,89.8,108.4,0.979,36.34,6.58,71.0,534.07,7.44,0,-1.$,75.71,0
4037.14,92.64,14.49,125.5,89.8,108.4,0.979,36.34,6.58,71.0,534.01,7.44,0,-1.$,75.71,0
4038.14,92.64,14.49,125.5,89.9,108.4,0.979,36.34,6.58,71.0,534.01,7.44,0,-1.$,75.71,0
4039.14,92.67,14.49,125.5,89.9,108.4,0.979,36.34,6.58,71.0,534.01,7.44,0,-1.$,75.71,0
4040.14,92.67,14.49,125.5,89.9,108.4,0.979,36.34,6.58,71.0,534.01,7.44,0,-1.$,75.71,0
4041.14,92.63,14.49,125.5,89.9,108.4,0.979,36.34,6.58,71.0,534.01,7.44,0,-1.$,75.71,0
4042.14,92.63,14.49,125.5,89.9,108.4,0.979,36.34,6.58,71.0,533.94,7.44,0,-1.$,75.71,0
4043.14,92.66,14.49,125.5,89.9,108.4,0.979,36.34,6.58,71.0,533.94,7.44,0,-1.$,75.71,0
4044.14,92.66,14.49,125.5,89.9,108.4,0.979,36.34,6.58,71.0,533.94,7.44,0,-1.$,75.71,0
4045.14,92.63,14.49,125.5,89.9,108.4,0.979,36.34,6.58,71.0,533.94,7.44,0,-1.$,75.71,0
4046.14,92.63,14.49,125.5,89.9,108.4,0.979,36.34,6.58,71.0,533.86,7.44,0,-1.$,75.70,0
4047.14,92.65,14.49,125.5,89.9,108.4,0.979,36.34,6.58,71.0,533.86,7.44,0,-1.$,75.70,0
4048.14,92.65,14.49,125.5,89.9,108.4,0.979,36.34,6.58,71.0,533.86,7.44,0,-1.$,75.70,0
4049.14,92.63,14.49,125.5,89.9,108.4,0.979,36.34,6.58,71.0,533.86,7.44,0,-1.$,75.70,0
4050.14,92.62,14.49,125.5,89.9,108.4,0.979,36.34,6.58,71.0,533.79,7.44,0,-1.$,75.70,0
4051.14,92.64,14.49,125.6,89.9,108.4,0.979,36.34,6.58,71.0,533.79,7.44,0,-1.$,75.70,0
4052.14,92.65,14.49,125.6,89.9,108.4,0.979,36.34,6.58,71.0,533.79,7.44,0,-1.$,75.70,0
4053.14,92.63,14.49,125.6,89.9,108.4,0.979,36.34,6.58,71.0,533.79,7.44,0,-1.$,75.70,0
4054.14,92.62,14.49,125.6,89.9,108.4,0.979,36.34,6.58,71.0,533.70,7.44,0,-1.$,75.70,0
4055.14,92.63,14.49,125.6,89.9,108.4,0.979,36.34,6.58,71.0,533.70,7.44,0,-1.$,75.70,0
4056.14,92.65,14.49,125.6,89.9,108.4,0.979,36.34,6.58,71.0,533.70,7.44,0,-1.$,75.70,0
4057.14,92.63,14.49,125.6,89.9,108.4,0.979,36.34,6.58,71.0,533.70,7.44,0,-1.$,75.70,0
4058.14,92.61,14.49,125.6,89.9,108.4,0.979,36.34,6.58,71.0,533.62,7.44,0,-1.$,75.69,0
4059.14,92.62,14.49,125.6,89.9,108.4,0.979,36.34,6.58,71.0,533.62,7.44,0,-1.$,75.69,0
4060.14,92.64,14.49,125.6,89.9,108.4,0.979,36.34,6.58,71.0,533.62,7.44,0,-1.$,75.69,0
4061.14,92.63,14.49,125.6,89.9,108.4,0.979,36.34,6.58,71.0,533.62,7.44,0,-1.$,75.69,0
4062.14,92.60,14.56,125.6,89.9,108.4,0.979,36.34,6.58,71.0,533.53,7.44,0,-1.$,75.69,0
4063.14,92.61,14.56,125.6,89.9,108.4,0.979,36.34,6.58,71.0,533.53,7.44,0,-1.$,75.69,0
4064.14,92.64,14.56,125.6,89.9,108.4,0.979,36.34,6.58,71.0,533.53,7.44,0,-1.$,75.69,0
4065.14,92.63,14.56,125.6,89.9,108.4,0.979,36.34,6.58,71.0,533.53,7.44,0,-1.$,75.69,0
4066.14,92.60,14.56,125.6,89.9,108.5,0.979,36.34,6.58,71.0,537.25,7.44,0,-1.$,75.69,0
4067.14,92.60,14.56,125.6,89.9,108.5,0.979,36.34,6.58,71.0,537.25,7.44,0,-1.$,75.69,0
4068.14,92.63,14.56,125.6,89.9,108.5,0.979,36.34,6.58,71.0,537.25,7.44,0,-1.$,75.68,0
4069.14,92.62,14.56,125.6,89.9,108.5,0.979,36.34,6.58,71.0,537.25,7.44,0,-1.$,75.68,0
4070.14,92.59,14.56,125.6,89.9,108.5,0.979,36.34,6.58,71.0,537.14,7.44,0,-1.$,75.68,0
4071.14,92.59,14.56,125.6,89.9,108.5,0.979,36.34,6.58,71.0,537.14,7.44,0,-1.$,75.68,0
4072.14,92.62,14.56,125.6,89.9,108.5,0.979,36.34,6.58,71.0,537.14,7.44,0,-1.$,75.68,0
4073.14,92.62,14.56,125.6,89.9,108.5,0.979,36.34,6.58,71.0,537.14,7.44,0,-1.$,75.68,0
4074.14,92.59,14.56,125.6,89.9,108.5,0.979,36.34,6.58,71.0,537.14,7.44,0,-1.$,75.68,0
4075.14,92.59,14.56,125.6,89.9,108.5,0.979,36.34,6.58,71.0,537.04,7.44,0,-1.$,75.68,0
4076.14,92.62,14.56,125.6,89.9,108.5,0.979,36.34,6.58,71.0,537.04,7.44,0,-1.$,75.67,0
4077.14,92.62,14.56,125.6,89.9,108.5,0.979,36.34,6.58,71.0,537.04,7.44,0,-1.$,75.67,0
4078.14,92.59,14.56,125.6,89.9,108.5,0.979,36.34,6.58,71.0,537.04,7.44,0,-1.$,75.67,0
4079.14,92.59,14.56,125.6,89.9,108.5,0.979,36.34,6.58,71.0,536.94,7.44,0,-1.$,75.67,0
4080.14,92.61,14.56,125.6,89.9,108.5,0.979,36.34,6.58,71.0,536.94,7.44,0,-1.$,75.67,0
4081.14,92.61,14.56,125.6,89.9,108.5,0.979,36.34,6.58,71.0,536.94,7.44,0,-1.$,75.67,0
4082.14,92.59,14.56,125.6,89.9,108.5,0.979,36.34,6.58,71.1,536.94,7.44,0,-1.$,75.67,0
4083.14,92.58,14.56,125.6,89.9,108.5,0.979,36.34,6.58,71.1,536.85,7.44,0,-1.$,75.66,0
4084.14,92.60,14.56,125.6,90.0,108.5,0.979,36.34,6.58,71.0,536.85,7.44,0,-1.$,75.66,0
4085.14,92.61,14.56,125.6,89.9,108.5,0.979,36.34,6.58,71.0,536.85,7.44,0,-1.$,75.66,0
4086.14,92.59,14.56,125.6,89.9,108.5,0.979,36.34,6.58,71.1,536.85,7.44,0,-1.$,75.66,0
4087.14,92.58,14.56,125.6,90.0,108.5,0.980,36.34,6.58,71.1,536.76,7.44,0,-1.$,75.66,0
4088.14,92.59,14.56,125.6,90.0,108.5,0.979,36.34,6.58,71.1,536.76,7.44,0,-1.$,75.66,0
4089.14,92.61,14.56,125.6,90.0,108.5,0.979,36.34,6.58,71.1,536.76,7.44,0,-1.$,75.66,0
4090.14,92.59,14.56,125.6,90.0,108.5,0.979,36.34,6.58,71.1,536.76,7.44,0,-1.$,75.66,0
4091.14,92.57,14.56,125.6,90.0,108.5,0.980,36.33,6.58,71.1,536.68,7.44,0,-1.$,75.65,0
4092.14,92.58,14.56,125.6,90.0,108.5,0.979,36.33,6.58,71.1,536.68,7.44,0,-1.$,75.65,0
4093.14,92.61,14.56,125.6,90.0,108.5,0.979,36.33,6.58,71.1,536.68,7.44,0,-1.$,75.65,0
4094.14,92.59,14.56,125.6,90.0,108.5,0.979,36.33,6.58,71.1,536.68,7.44,0,-1.$,75.65,0
4095.14,92.57,14.56,125.6,90.0,108.5,0.980,36.33,6.58,71.1,536.61,7.44,0,-1.$,75.65,0
4096.14,92.57,14.56,125.7,90.0,108.5,0.980,36.33,6.58,71.1,536.61,7.44,0,-1.$,75.65,0
4097.14,92.60,14.56,125.7,90.0,108.5,0.979,36.33,6.58,71.1,536.61,7.44,0,-1.$,75.65,0
4098.14,92.59,14.56,125.7,90.0,108.5,0.979,36.33,6.58,71.1,536.61,7.44,0,-1.$,75.64,0
4099.14,92.56,14.56,125.7,90.0,108.5,0.980,36.33,6.58,71.1,536.54,7.44,0,-1.$,75.64,0
4100.14,92.57,14.56,125.7,90.0,108.5,0.980,36.33,6.58,71.1,536.54,7.44,0,-1.$,75.64,0
4101.14,92.60,14.56,125.7,90.0,108.5,0.979,36.33,6.58,71.1,536.54,7.44,0,-1.$,75.64,0
4102.14,92.59,14.56,125.7,90.0,108.5,0.979,36.33,6.58,71.1,536.54,7.44,0,-1.$,75.64,0
4103.14,92.56,14.56,125.7,90.0,108.5,0.980,36.33,6.58,71.1,536.47,7.44,0,-1.$,75.64,0
4104.14,92.56,14.56,125.7,90.0,108.5,0.980,36.33,6.58,71.1,536.47,7.44,0,-1.$,75.63,0
4105.14,92.59,14.56,125.7,90.0,108.5,0.979,36.33,6.58,71.1,536.47,7.44,0,-1.$,75.63,0
4106.14,92.59,14.56,125.7,90.0,108.5,0.979,36.33,6.58,71.1,536.47,7.44,0,-1.$,75.63,0
4107.14,92.55,14.56,125.7,90.0,108.5,0.980,36.33,6.58,71.1,536.47,7.44,0,-1.$,75.63,0
4108.14,92.55,14.56,125.7,90.0,108.5,0.980,36.33,6.58,71.1,536.40,7.44,0,-1.$,75.63,0
4109.14,92.58,14.56,125.7,90.0,108.5,0.979,36.33,6.58,71.1,536.40,7.44,0,-1.$,75.63,0
4110.14,92.59,14.56,125.7,90.0,108.5,0.979,36.33,6.58,71.1,536.40,7.44,0,-1.$,75.63,0
4111.14,92.55,14.56,125.7,90.0,108.5,0.980,36.33,6.58,71.1,536.40,7.44,0,-1.$,75.63,0
4112.14,92.56,14.56,125.7,90.0,108.6,0.980,36.33,6.58,71.1,536.33,7.44,0,-1.$,75.62,0
4113.14,92.57,14.56,125.7,90.0,108.6,0.980,36.33,6.58,71.1,536.33,7.44,0,-1.$,75.62,0
4114.14,92.57,14.56,125.7,90.0,108.6,0.980,36.33,6.58,71.1,536.33,7.44,0,-1.$,75.62,0
4115.14,92.55,14.56,125.7,90.0,108.6,0.980,36.33,6.58,71.1,536.33,7.44,0,-1.$,75.62,0
4116.14,92.55,14.56,125.7,90.0,108.6,0.980,36.33,6.58,71.1,536.26,7.44,0,-1.$,75.62,0
4117.14,92.57,14.56,125.7,90.0,108.6,0.980,36.33,6.58,71.1,536.26,7.44,0,-1.$,75.62,0
4118.14,92.57,14.56,125.7,90.0,108.6,0.980,36.33,6.58,71.1,536.26,7.44,0,-1.$,75.61,0
4119.14,92.55,14.56,125.7,90.0,108.6,0.980,36.33,6.58,71.1,536.26,7.44,0,-1.$,75.61,0
4120.14,92.54,14.56,125.7,90.0,108.6,0.980,36.33,6.58,71.1,536.20,7.44,0,-1.$,75.61,0
4121.14,92.56,14.56,125.7,90.0,108.6,0.980,36.33,6.58,71.1,536.20,7.44,0,-1.$,75.61,0
4122.14,92.57,14.56,125.7,90.0,108.6,0.980,36.33,6.58,71.1,536.20,7.44,0,-1.$,75.61,0
4123.14,92.55,14.56,125.7,90.0,108.6,0.980,36.33,6.58,71.1,536.20,7.44,0,-1.$,75.61,0
4124.14,92.53,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,536.13,7.44,0,-1.$,75.61,0
4125.14,92.55,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,536.13,7.44,0,-1.$,75.60,0
4126.14,92.57,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,536.13,7.44,0,-1.$,75.60,0
4127.14,92.55,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,536.13,7.44,0,-1.$,75.60,0
4128.14,92.53,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,539.92,7.44,0,-1.$,75.60,0
4129.14,92.54,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,539.92,7.44,0,-1.$,75.60,0
4130.14,92.56,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,539.92,7.44,0,-1.$,75.60,0
4131.14,92.55,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,539.92,7.44,0,-1.$,75.60,0
4132.14,92.52,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,539.85,7.44,0,-1.$,75.59,0
4133.14,92.53,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,539.85,7.44,0,-1.$,75.59,0
4134.14,92.56,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,539.85,7.44,0,-1.$,75.59,0
4135.14,92.55,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,539.85,7.44,0,-1.$,75.59,0
4136.14,92.52,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,539.78,7.44,0,-1.$,75.59,0
4137.14,92.52,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,539.78,7.44,0,-1.$,75.59,0
4138.14,92.55,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,539.78,7.44,0,-1.$,75.58,0
4139.14,92.55,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,539.78,7.44,0,-1.$,75.58,0
4140.14,92.51,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,539.72,7.44,0,-1.$,75.58,0
4141.14,92.52,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,539.72,7.44,0,-1.$,75.58,0
4142.14,92.55,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,539.72,7.44,0,-1.$,75.58,0
4143.14,92.55,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,539.72,7.44,0,-1.$,75.58,0
4144.14,92.51,14.63,125.7,90.0,108.6,0.980,36.33,6.58,71.1,539.72,7.44,0,-1.$,75.58,0
4145.14,92.52,14.63,125.8,90.1,108.6,0.980,36.33,6.58,71.1,539.67,7.44,0,-1.$,75.57,0
4146.14,92.54,14.63,125.8,90.1,108.6,0.980,36.33,6.58,71.1,539.67,7.44,0,-1.$,75.57,0
4147.14,92.53,14.63,125.8,90.0,108.6,0.980,36.33,6.58,71.1,539.67,7.44,0,-1.$,75.57,0
4148.14,92.51,14.63,125.8,90.0,108.6,0.980,36.33,6.58,71.1,539.67,7.44,0,-1.$,75.57,0
4149.14,92.52,14.63,125.8,90.1,108.6,0.980,36.33,6.58,71.1,539.62,7.44,0,-1.$,75.57,0
4150.14,92.53,14.63,125.8,90.1,108.6,0.980,36.33,6.58,71.1,539.62,7.44,0,-1.$,75.57,0
4151.14,92.53,14.63,125.8,90.1,108.6,0.980,36.33,6.58,71.1,539.62,7.44,0,-1.$,75.56,0
4152.14,92.51,14.63,125.8,90.1,108.6,0.980,36.33,6.58,71.1,539.62,7.44,0,-1.$,75.56,0
4153.14,92.51,14.63,125.8,90.1,108.6,0.980,36.33,6.58,71.1,539.59,7.44,0,-1.$,75.56,0
4154.14,92.53,14.63,125.8,90.1,108.6,0.980,36.33,6.58,71.1,539.59,7.44,0,-1.$,75.56,0
4155.14,92.53,14.63,125.8,90.1,108.6,0.980,36.33,6.58,71.1,539.59,7.44,0,-1.$,75.56,0
