Time(s),HeartRate(1/min),RespirationRate(1/min),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),MeanArterialPressure(mmHg),OxygenSaturation,CoreTemperature(degC),CardiacOutput(L/min),HeartStrokeVolume(mL),TidalVolume(mL),ArterialBloodPH,AchievedExerciseLevel,FatigueLevelFraction,Glucose-BloodConcentration(mg/dL)
4312.14,97.89,17.86,125.7,92.1,109.5,0.981,36.31,6.61,67.5,487.87,7.45,0,-1.$,75.02,0
4313.14,97.92,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.87,7.45,0,-1.$,74.97,0
4314.14,97.91,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.87,7.45,0,-1.$,74.92,0
4315.14,97.89,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.87,7.45,0,-1.$,74.87,0
4316.14,97.90,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.87,7.45,0,-1.$,74.81,0
4317.14,97.91,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.87,7.45,0,-1.$,74.75,0
4318.14,97.89,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.88,7.45,0,-1.$,74.70,0
4319.14,97.89,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.88,7.45,0,-1.$,74.64,0
4320.14,97.91,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.88,7.45,0,-1.$,74.58,0
4321.14,97.88,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.88,7.45,0,-1.$,74.51,0
4322.14,97.88,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.89,7.45,0,-1.$,74.45,0
4323.14,97.90,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.89,7.45,0,-1.$,74.39,0
4324.14,97.90,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.89,7.45,0,-1.$,74.33,0
4325.14,97.88,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.89,7.45,0,-1.$,74.27,0
4326.14,97.89,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.89,7.45,0,-1.$,74.20,0
4327.14,97.90,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.89,7.45,0,-1.$,74.14,0
4328.14,97.87,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.89,7.45,0,-1.$,74.08,0
4329.14,97.87,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.90,7.45,0,-1.$,74.01,0
4330.14,97.89,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.90,7.45,0,-1.$,73.95,0
4331.14,97.87,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.90,7.45,0,-1.$,73.89,0
4332.14,97.87,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.91,7.45,0,-1.$,73.84,0
4333.14,97.89,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.91,7.45,0,-1.$,73.80,0
4334.14,97.89,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.91,7.45,0,-1.$,73.76,0
4335.14,97.86,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.91,7.45,0,-1.$,73.73,0
4336.14,97.88,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.91,7.45,0,-1.$,73.70,0
4337.14,97.88,17.86,125.8,92.1,109.5,0.981,36.31,6.61,67.5,487.91,7.45,0,-1.$,73.67,0
4338.14,97.86,17.86,125.8,92.1,109.5,0.981,36.30,6.61,67.5,487.91,7.45,0,-1.$,73.65,0
4339.14,97.87,17.86,125.8,92.1,109.6,0.981,36.30,6.61,67.5,487.92,7.45,0,-1.$,73.64,0
4340.14,97.88,17.86,125.8,92.1,109.6,0.981,36.30,6.61,67.5,487.92,7.45,0,-1.$,73.63,0
4341.14,97.86,17.86,125.8,92.1,109.6,0.981,36.30,6.61,67.5,487.92,7.45,0,-1.$,73.62,0
4342.14,97.85,17.86,125.8,92.1,109.6,0.981,36.30,6.60,67.5,487.93,7.45,0,-1.$,73.61,0
4343.14,97.87,17.86,125.8,92.1,109.6,0.981,36.30,6.61,67.5,487.93,7.45,0,-1.$,73.60,0
4344.14,97.86,17.86,125.8,92.1,109.6,0.981,36.30,6.61,67.5,487.93,7.45,0,-1.$,73.60,0
4345.14,97.85,17.86,125.8,92.1,109.6,0.981,36.30,6.60,67.5,487.94,7.45,0,-1.$,73.60,0
4346.14,97.86,17.86,125.8,92.1,109.6,0.981,36.30,6.60,67.5,487.94,7.45,0,-1.$,73.60,0
4347.14,97.87,17.86,125.8,92.1,109.6,0.981,36.30,6.61,67.5,487.94,7.45,0,-1.$,73.60,0
4348.14,97.85,17.86,125.8,92.1,109.6,0.981,36.30,6.60,67.5,487.94,7.45,0,-1.$,73.60,0
4349.14,97.85,17.86,125.8,92.1,109.6,0.981,36.30,6.60,67.5,487.95,7.45,0,-1.$,73.60,0
4350.14,97.86,17.86,125.8,92.1,109.6,0.981,36.30,6.60,67.5,487.95,7.45,0,-1.$,73.61,0
4351.14,97.85,17.86,125.8,92.1,109.6,0.981,36.30,6.60,67.5,487.95,7.45,0,-1.$,73.61,0
4352.14,97.84,17.86,125.8,92.1,109.6,0.981,36.30,6.60,67.5,487.96,7.45,0,-1.$,73.62,0
4353.14,97.86,17.86,125.8,92.2,109.6,0.981,36.30,6.60,67.5,487.96,7.45,0,-1.$,73.62,0
4354.14,97.86,17.86,125.8,92.2,109.6,0.981,36.30,6.60,67.5,487.96,7.45,0,-1.$,73.63,0
4355.14,97.85,17.86,125.8,92.2,109.6,0.981,36.30,6.60,67.5,487.97,7.45,0,-1.$,73.63,0
4356.14,97.85,17.86,125.8,92.2,109.6,0.981,36.30,6.60,67.5,487.97,7.45,0,-1.$,73.64,0
4357.14,97.86,17.86,125.8,92.2,109.6,0.981,36.30,6.60,67.5,487.97,7.45,0,-1.$,73.64,0
4358.14,97.85,17.86,125.8,92.2,109.6,0.981,36.30,6.60,67.5,487.97,7.45,0,-1.$,73.65,0
4359.14,97.84,17.86,125.8,92.2,109.6,0.981,36.30,6.60,67.5,487.98,7.45,0,-1.$,73.66,0
4360.14,97.85,17.86,125.8,92.2,109.6,0.981,36.30,6.60,67.5,487.98,7.45,0,-1.$,73.67,0
4361.14,97.85,17.86,125.8,92.2,109.6,0.981,36.30,6.60,67.5,487.98,7.45,0,-1.$,73.67,0
4362.14,97.84,17.86,125.8,92.2,109.6,0.981,36.30,6.60,67.5,487.99,7.45,0,-1.$,73.68,0
4363.14,97.85,17.86,125.8,92.2,109.6,0.981,36.30,6.60,67.5,487.99,7.45,0,-1.$,73.69,0
4364.14,97.86,17.86,125.8,92.2,109.6,0.981,36.30,6.60,67.5,487.99,7.45,0,-1.$,73.70,0
4365.14,97.85,17.96,125.8,92.2,109.6,0.981,36.30,6.60,67.5,488.00,7.45,0,-1.$,73.71,0
4366.14,97.84,17.96,125.8,92.2,109.6,0.981,36.30,6.60,67.5,488.00,7.45,0,-1.$,73.71,0
4367.14,97.86,17.96,125.8,92.2,109.6,0.981,36.30,6.60,67.5,488.00,7.45,0,-1.$,73.72,0
4368.14,97.85,17.96,125.8,92.2,109.6,0.981,36.30,6.60,67.5,488.00,7.45,0,-1.$,73.73,0
4369.14,97.84,17.96,125.8,92.2,109.6,0.981,36.30,6.60,67.5,490.96,7.45,0,-1.$,73.74,0
4370.14,97.86,17.96,125.8,92.2,109.6,0.981,36.30,6.60,67.5,490.96,7.45,0,-1.$,73.75,0
4371.14,97.86,17.96,125.8,92.2,109.6,0.981,36.30,6.60,67.5,490.96,7.45,0,-1.$,73.76,0
4372.14,97.84,17.96,125.8,92.2,109.6,0.981,36.30,6.60,67.5,490.97,7.45,0,-1.$,73.77,0
4373.14,97.85,17.96,125.8,92.2,109.6,0.981,36.30,6.60,67.5,490.97,7.45,0,-1.$,73.78,0
4374.14,97.86,17.96,125.8,92.2,109.6,0.981,36.30,6.61,67.5,490.97,7.45,0,-1.$,73.79,0
4375.14,97.84,17.96,125.8,92.2,109.6,0.981,36.30,6.60,67.5,490.97,7.45,0,-1.$,73.80,0
4376.14,97.84,17.96,125.8,92.2,109.6,0.981,36.30,6.60,67.5,490.97,7.45,0,-1.$,73.81,0
4377.14,97.87,17.96,125.8,92.2,109.6,0.981,36.30,6.61,67.5,490.97,7.45,0,-1.$,73.82,0
4378.14,97.86,17.96,125.8,92.2,109.6,0.981,36.30,6.61,67.5,490.97,7.45,0,-1.$,73.83,0
4379.14,97.85,17.96,125.8,92.2,109.6,0.981,36.30,6.60,67.5,490.97,7.45,0,-1.$,73.84,0
4380.14,97.87,17.96,125.8,92.2,109.6,0.981,36.30,6.61,67.5,490.97,7.45,0,-1.$,73.85,0
4381.14,97.87,17.96,125.8,92.2,109.6,0.981,36.30,6.61,67.5,490.97,7.45,0,-1.$,73.86,0
4382.14,97.85,17.96,125.8,92.1,109.6,0.981,36.30,6.60,67.5,490.98,7.45,0,-1.$,73.87,0
4383.14,97.87,17.96,125.8,92.1,109.6,0.981,36.30,6.61,67.5,490.98,7.45,0,-1.$,73.88,0
4384.14,97.87,17.96,125.8,92.1,109.6,0.981,36.30,6.61,67.5,490.98,7.45,0,-1.$,73.89,0
4385.14,97.85,17.96,125.8,92.1,109.6,0.981,36.30,6.61,67.5,490.98,7.45,0,-1.$,73.90,0
4386.14,97.85,17.96,125.8,92.1,109.6,0.981,36.30,6.61,67.5,490.98,7.45,0,-1.$,73.91,0
4387.14,97.88,17.96,125.8,92.1,109.6,0.981,36.30,6.61,67.5,490.98,7.45,0,-1.$,73.92,0
4388.14,97.86,17.96,125.8,92.1,109.6,0.981,36.30,6.61,67.5,490.98,7.45,0,-1.$,73.93,0
4389.14,97.86,17.96,125.8,92.1,109.6,0.981,36.30,6.61,67.5,490.99,7.45,0,-1.$,73.94,0
4390.14,97.88,17.96,125.8,92.1,109.6,0.981,36.30,6.61,67.5,490.99,7.45,0,-1.$,73.95,0
4391.14,97.88,17.96,125.8,92.1,109.6,0.981,36.30,6.61,67.5,490.99,7.45,0,-1.$,73.96,0
4392.14,97.86,17.96,125.8,92.1,109.6,0.981,36.30,6.61,67.5,491.00,7.45,0,-1.$,73.97,0
4393.14,97.88,17.96,125.8,92.1,109.6,0.981,36.30,6.61,67.5,491.00,7.45,0,-1.$,73.98,0
4394.14,97.88,17.96,125.8,92.1,109.6,0.981,36.30,6.61,67.5,491.00,7.45,0,-1.$,73.99,0
4395.14,97.86,17.96,125.8,92.1,109.6,0.981,36.30,6.61,67.5,491.00,7.45,0,-1.$,74.01,0
4396.14,97.86,17.96,125.8,92.1,109.6,0.981,36.30,6.61,67.5,491.00,7.45,0,-1.$,74.02,0
4397.14,97.88,17.96,125.8,92.1,109.6,0.981,36.30,6.61,67.5,491.00,7.45,0,-1.$,74.03,0
4398.14,97.87,17.96,125.8,92.1,109.6,0.981,36.30,6.61,67.5,491.00,7.45,0,-1.$,74.04,0
4399.14,97.86,17.96,125.8,92.1,109.6,0.981,36.30,6.61,67.5,491.01,7.45,0,-1.$,74.05,0
4400.14,97.88,17.96,125.8,92.1,109.6,0.981,36.30,6.61,67.5,491.01,7.45,0,-1.$,74.06,0
4401.14,97.87,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.01,7.45,0,-1.$,74.07,0
4402.14,97.86,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.02,7.45,0,-1.$,74.08,0
4403.14,97.88,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.02,7.45,0,-1.$,74.09,0
4404.14,97.89,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.02,7.45,0,-1.$,74.10,0
4405.14,97.87,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.02,7.45,0,-1.$,74.11,0
4406.14,97.87,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.02,7.45,0,-1.$,74.12,0
4407.14,97.89,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.02,7.45,0,-1.$,74.13,0
4408.14,97.87,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.02,7.45,0,-1.$,74.14,0
4409.14,97.86,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.03,7.45,0,-1.$,74.15,0
4410.14,97.88,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.03,7.45,0,-1.$,74.16,0
4411.14,97.88,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.03,7.45,0,-1.$,74.17,0
4412.14,97.87,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.04,7.45,0,-1.$,74.18,0
4413.14,97.88,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.04,7.45,0,-1.$,74.20,0
4414.14,97.88,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.04,7.45,0,-1.$,74.21,0
4415.14,97.87,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.04,7.45,0,-1.$,74.22,0
4416.14,97.87,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.04,7.45,0,-1.$,74.23,0
4417.14,97.89,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.04,7.45,0,-1.$,74.24,0
4418.14,97.88,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.04,7.45,0,-1.$,74.25,0
4419.14,97.87,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.05,7.45,0,-1.$,74.26,0
4420.14,97.88,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.05,7.45,0,-1.$,74.27,0
4421.14,97.88,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.05,7.45,0,-1.$,74.28,0
4422.14,97.87,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.06,7.45,0,-1.$,74.29,0
4423.14,97.88,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.06,7.45,0,-1.$,74.30,0
4424.14,97.89,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.5,491.06,7.45,0,-1.$,74.31,0
4425.14,97.87,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.6,491.06,7.46,0,-1.$,74.32,0
4426.14,97.87,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.6,491.07,7.46,0,-1.$,74.33,0
4427.14,97.89,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.6,491.07,7.46,0,-1.$,74.34,0
4428.14,97.88,17.96,125.8,92.1,109.5,0.981,36.30,6.61,67.6,491.07,7.46,0,-1.$,74.35,0
4429.14,97.87,17.86,125.8,92.1,109.5,0.981,36.30,6.61,67.6,491.06,7.46,0,-1.$,74.36,0
4430.14,97.88,17.86,125.8,92.1,109.5,0.981,36.30,6.61,67.6,491.06,7.46,0,-1.$,74.37,0
4431.14,97.89,17.86,125.8,92.1,109.5,0.981,36.30,6.61,67.6,491.06,7.46,0,-1.$,74.38,0
4432.14,97.87,17.86,125.8,92.1,109.5,0.981,36.30,6.61,67.6,488.11,7.46,0,-1.$,74.39,0
4433.14,97.88,17.86,125.8,92.1,109.5,0.981,36.30,6.61,67.6,488.11,7.46,0,-1.$,74.40,0
4434.14,97.89,17.86,125.8,92.1,109.5,0.981,36.30,6.61,67.6,488.11,7.46,0,-1.$,74.41,0
4435.14,97.88,17.86,125.8,92.1,109.5,0.981,36.30,6.61,67.6,488.11,7.46,0,-1.$,74.42,0
4436.14,97.87,17.86,125.8,92.1,109.5,0.981,36.30,6.61,67.6,488.11,7.46,0,-1.$,74.43,0
4437.14,97.89,17.86,125.8,92.1,109.5,0.981,36.30,6.61,67.6,488.11,7.46,0,-1.$,74.44,0
4438.14,97.89,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.11,7.46,0,-1.$,74.45,0
4439.14,97.87,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.12,7.46,0,-1.$,74.45,0
4440.14,97.88,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.12,7.46,0,-1.$,74.46,0
4441.14,97.89,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.12,7.46,0,-1.$,74.47,0
4442.14,97.87,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.12,7.46,0,-1.$,74.48,0
4443.14,97.87,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.12,7.46,0,-1.$,74.49,0
4444.14,97.89,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.12,7.46,0,-1.$,74.50,0
4445.14,97.87,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.12,7.46,0,-1.$,74.51,0
4446.14,97.87,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.12,7.46,0,-1.$,74.52,0
4447.14,97.89,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.12,7.46,0,-1.$,74.53,0
4448.14,97.88,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.12,7.46,0,-1.$,74.54,0
4449.14,97.86,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.12,7.46,0,-1.$,74.55,0
4450.14,97.88,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.12,7.46,0,-1.$,74.56,0
4451.14,97.89,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.12,7.46,0,-1.$,74.57,0
4452.14,97.86,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.12,7.46,0,-1.$,74.58,0
4453.14,97.86,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.12,7.46,0,-1.$,74.59,0
4454.14,97.89,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.60,0
4455.14,97.87,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.12,7.46,0,-1.$,74.60,0
4456.14,97.86,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.12,7.46,0,-1.$,74.61,0
4457.14,97.88,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.62,0
4458.14,97.88,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.63,0
4459.14,97.86,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.12,7.46,0,-1.$,74.64,0
4460.14,97.88,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.65,0
4461.14,97.88,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.66,0
4462.14,97.86,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.12,7.46,0,-1.$,74.67,0
4463.14,97.87,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.68,0
4464.14,97.88,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.69,0
4465.14,97.87,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.69,0
4466.14,97.86,17.86,125.8,92.1,109.5,0.981,36.29,6.61,67.6,488.12,7.46,0,-1.$,74.70,0
4467.14,97.88,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.71,0
4468.14,97.87,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.72,0
4469.14,97.86,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.73,0
4470.14,97.87,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.74,0
4471.14,97.88,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.75,0
4472.14,97.86,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.76,0
4473.14,97.86,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.76,0
4474.14,97.88,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.77,0
4475.14,97.87,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.78,0
4476.14,97.86,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.79,0
4477.14,97.87,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.80,0
4478.14,97.87,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.81,0
4479.14,97.86,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.82,0
4480.14,97.87,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.82,0
4481.14,97.88,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.83,0
4482.14,97.87,17.86,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.12,7.46,0,-1.$,74.84,0
4483.14,97.86,17.75,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.08,7.46,0,-1.$,74.85,0
4484.14,97.87,17.75,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.08,7.46,0,-1.$,74.86,0
4485.14,97.87,17.75,125.8,92.1,109.5,0.981,36.29,6.62,67.6,488.08,7.46,0,-1.$,74.87,0
4486.14,97.86,17.75,125.8,92.1,109.5,0.981,36.29,6.62,67.6,485.19,7.46,0,-1.$,74.87,0
4487.14,97.87,17.75,125.8,92.1,109.5,0.981,36.29,6.62,67.6,485.19,7.46,0,-1.$,74.88,0
4488.14,97.88,17.75,125.8,92.1,109.5,0.981,36.29,6.62,67.6,485.19,7.46,0,-1.$,74.89,0
4489.14,97.87,17.75,125.8,92.1,109.5,0.981,36.29,6.62,67.6,485.19,7.46,0,-1.$,74.90,0
4490.14,97.86,17.75,125.8,92.1,109.5,0.981,36.29,6.62,67.6,485.18,7.46,0,-1.$,74.91,0
4491.14,97.88,17.75,125.8,92.1,109.5,0.981,36.29,6.62,67.6,485.18,7.46,0,-1.$,74.92,0
4492.14,97.87,17.75,125.8,92.1,109.5,0.981,36.29,6.62,67.6,485.18,7.46,0,-1.$,74.92,0
4493.14,97.86,17.75,125.8,92.1,109.5,0.981,36.29,6.62,67.6,485.17,7.46,0,-1.$,74.93,0
4494.14,97.88,17.75,125.8,92.1,109.5,0.981,36.29,6.62,67.6,485.17,7.46,0,-1.$,74.94,0
4495.14,97.88,17.75,125.8,92.1,109.5,0.981,36.29,6.62,67.6,485.17,7.46,0,-1.$,74.95,0
4496.14,97.86,17.75,125.8,92.1,109.5,0.981,36.29,6.62,67.6,485.17,7.46,0,-1.$,74.96,0
4497.14,97.86,17.75,125.8,92.1,109.5,0.981,36.29,6.62,67.6,485.17,7.46,0,-1.$,74.97,0
4498.14,97.88,17.75,125.8,92.1,109.5,0.981,36.29,6.62,67.6,485.17,7.46,0,-1.$,74.97,0
4499.14,97.85,17.75,125.8,92.1,109.5,0.981,36.29,6.62,67.6,485.17,7.46,0,-1.$,74.98,0
4500.14,97.85,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.16,7.46,0,-1.$,74.99,0
4501.14,97.88,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.16,7.46,0,-1.$,75.00,0
4502.14,97.87,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.16,7.46,0,-1.$,75.01,0
4503.14,97.85,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.15,7.46,0,-1.$,75.01,0
4504.14,97.87,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.15,7.46,0,-1.$,75.02,0
4505.14,97.87,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.15,7.46,0,-1.$,75.03,0
4506.14,97.85,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.14,7.46,0,-1.$,75.04,0
4507.14,97.86,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.14,7.46,0,-1.$,75.05,0
4508.14,97.87,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.14,7.46,0,-1.$,75.05,0
4509.14,97.85,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.14,7.46,0,-1.$,75.06,0
4510.14,97.85,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.13,7.46,0,-1.$,75.07,0
4511.14,97.87,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.13,7.46,0,-1.$,75.08,0
4512.14,97.86,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.13,7.46,0,-1.$,75.09,0
4513.14,97.85,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.12,7.46,0,-1.$,75.09,0
4514.14,97.86,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.12,7.46,0,-1.$,75.10,0
4515.14,97.87,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.12,7.46,0,-1.$,75.11,0
4516.14,97.85,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.12,7.46,0,-1.$,75.12,0
4517.14,97.86,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.11,7.46,0,-1.$,75.12,0
4518.14,97.87,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.11,7.46,0,-1.$,75.13,0
4519.14,97.85,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.11,7.46,0,-1.$,75.14,0
4520.14,97.85,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.10,7.46,0,-1.$,75.15,0
4521.14,97.86,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.10,7.46,0,-1.$,75.16,0
4522.14,97.86,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.10,7.46,0,-1.$,75.16,0
4523.14,97.85,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.09,7.46,0,-1.$,75.17,0
4524.14,97.86,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.09,7.46,0,-1.$,75.18,0
4525.14,97.87,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.09,7.46,0,-1.$,75.19,0
4526.14,97.85,17.75,125.8,92.1,109.6,0.981,36.29,6.62,67.6,485.09,7.46,0,-1.$,75.19,0
4527.14,97.85,17.75,125.9,92.1,109.6,0.981,36.29,6.62,67.6,485.08,7.46,0,-1.$,75.20,0
4528.14,97.86,17.75,125.9,92.1,109.6,0.981,36.29,6.62,67.6,485.08,7.46,0,-1.$,75.21,0
4529.14,97.86,17.75,125.9,92.1,109.6,0.981,36.29,6.62,67.6,485.08,7.46,0,-1.$,75.22,0
4530.14,97.85,17.75,125.9,92.1,109.6,0.981,36.29,6.62,67.6,485.07,7.46,0,-1.$,75.22,0
4531.14,97.86,17.75,125.9,92.1,109.6,0.981,36.29,6.62,67.6,485.07,7.46,0,-1.$,75.23,0
4532.14,97.86,17.75,125.9,92.1,109.6,0.981,36.29,6.62,67.6,485.07,7.46,0,-1.$,75.24,0
4533.14,97.85,17.75,125.9,92.1,109.6,0.981,36.29,6.62,67.6,485.06,7.46,0,-1.$,75.24,0
